date_,source,post_text,cluster number,ner
"Aug 2, 2022 @ 03:00:00.000",https://t.me/g_ukr,❗️Китайские истребители подняты и находятся в проливе между Тайванем и Китаем — об этом пишет ReutersГУ > Подписаться,китай тайвань,"{""Тайванем"": ""LOC"", ""Китаем"": ""LOC"", ""Reuters ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/g_ukr,"На видео — кадры военных учений Китая, которые проходят в провинции Фуцзянь вблизи Тайваня, где сегодня ожидают спикера нижней палаты Конгресса соединенные штаты америки Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америкиГУ > Подписаться",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Китая"": ""LOC"", ""Фуцзянь вблизи"": ""ORG"", ""Тайваня"": ""LOC"", ""Конгресса"": ""ORG"", ""соединенные штаты америки"": ""LOC"", ""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки ГУ"": ""PER"", ""Подписаться"": ""ORG""}"
"Aug 1, 2022 @ 03:00:00.000",https://t.me/g_ukr,"❗️соединенные штаты америки собираются одобрить новый пакет помощи Украине на 550 миллионов долларов в сфере обороны, заявил Белый домВ него должны войти снаряды для РСЗО HIMARS и боеприпасы для артиллерийских орудий калибра 155 мм.ГУ > Подписаться",украина,"{""❗️соединенные штаты америки"": ""ORG"", ""Украине"": ""LOC"", ""Белый дом"": ""LOC"", ""РСЗО HIMARS"": ""ORG"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 1, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Макрон назвал обстрел Еленовки, где погибли украинские военнопленные, ""бойней, совершённой российскими вооруженными силами"" и выразил поддержку украинскому народу и его сопротивлению, — Елисейский дворец о телефонном разговоре Макрона и ЗеленскогоГУ > Подписаться",украина,"{""Еленовки"": ""PER"", ""Елисейский дворец"": ""LOC"", ""Макрона"": ""PER"", ""Зеленского ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 1, 2022 @ 03:00:00.000",https://t.me/g_ukr,"❗Президент Владимир Зеленский провел телефонный разговор с лидером Франции Эммануэлем Макроном Как сообщается на сайте Офиса Президента, переговоры продолжались полтора часа.Зеленский проинформировал французского коллегу о ходе противодействия российской агрессии и ситуации на поле боя, а также стороны обсудили сотрудничество в сфере безопасности и поставки оружия Украине.ГУ > Подписаться",украина,"{""Владимир Зеленский"": ""PER"", ""Франции"": ""LOC"", ""Эммануэлем Макроном"": ""PER"", ""Зеленский"": ""PER"", ""Украине"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 1, 2022 @ 03:00:00.000",https://t.me/g_ukr,"Власти Евросоюза запретили закупку угля из РоссииСоответствующее эмбарго вступило в силу с понедельника, 1 августа. Такую меру предусматривает пятый пакет санкций против Российская Федерация - его утвердили в апреле 2022 года, сообщает  пресс-служба Европейской комиссии.До принятия пятого пакета санкций страны Европейского союза ежегодно покупали у предприятий из Российской Федерации угля на 8 миллиард долларов. ГУ > Подписаться",санкции,"{""Евросоюза"": ""LOC"", ""России"": ""LOC"", ""Российская Федерация"": ""LOC"", ""Европейской комиссии"": ""ORG"", ""Европейского союза"": ""LOC"", ""Российской Федерации"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""PER""}"
"Aug 1, 2022 @ 03:00:00.000",https://t.me/g_ukr,❗️Первое судно с зерном покинуло порт Одессы — об этом сообщает CNN ГУ > Подписаться,украина,"{""CNN ГУ"": ""ORG""}"
"Aug 1, 2022 @ 03:00:00.000",https://t.me/g_ukr,Первое с начала российского полномасштабного вторжения в Украину судно с зерном выйдет из порта в Черном море 1 августа в 8:30ГУ > Подписаться,украина,"{""Украину"": ""LOC"", ""ГУ"": ""ORG"", ""Подписаться"": ""ORG""}"
"Aug 5, 2022 @ 03:00:00.000",https://t.me/tayni_deputata,#Ермак и Салливан поговорили об усилении вооружения. Все мы ждем поставок противо-воздушная оборона.,украина,"{""Салливан"": ""PER"", ""противо-воздушная оборона"": ""ORG""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/tayni_deputata,"🇺🇸🇺🇦 Байден висловлював своє захоплення лідерством Зеленського у воєнний час і має твердий намір продовжувати підтримувати Україну.Про це заявив координатор з комунікацій у Раді нацбезпеки соединенные штаты америки Джон Кірбі, коментуючи статтю The New York Times, де йдеться, що ""Між Білим домом та Зеленським існує глибока недовіра""",украина,"{""Байден"": ""PER"", ""Зеленського"": ""ORG"", ""Україну"": ""PER"", ""соединенные штаты америки"": ""LOC"", ""Джон Кірбі"": ""PER"", ""The New York Times"": ""ORG"", ""Білим домом"": ""LOC"", ""Зеленським існує"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/tayni_deputata,"#Пелоси член Палаты представителей Конгресса Соединенных штатов америки только что утерла нос Си, да так, что он вряд ли скоро оклемается.",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Си"": ""PER""}"
"Aug 1, 2022 @ 03:00:00.000",https://t.me/tayni_deputata,#Зеленский и Макрон обсудили помощь вооружениями от Франции.,украина,"{""Зеленский"": ""PER"", ""Макрон обсудили"": ""PER"", ""Франции"": ""LOC""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/riddle_tg,"Британская газета The Times провела собственное расследование, связанное с госпитализацией Чубайса и пришла к выводу, что его могли отравить за антивоенные настроения. В пример приводят Сергея Скрипаля, который стал жертвой за инакомыслие. «Высокопоставленный кремлевский чиновник, ушедший в отставку в знак протеста против в****, был срочно доставлен в реанимацию, что побудило сотрудников разведки расследовать, был ли он отравлен. По крайней мере одно европейское разведывательное агентство изучало обстоятельства болезни Чубайса на фоне предположений о том, что он, возможно, был последним инакомыслящим, ставшим жертвой внесудебных отравлений, в том числе Сергея Скрипаля», — пишет издание.#эбаутраша",происществия,"{""The Times"": ""ORG"", ""Чубайса"": ""PER"", ""Сергея Скрипаля"": ""PER""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/riddle_tg,"Под шумок ото дня разлившейся синевы, агитаторы на контрактную службу разворачивают мобильные военкоматы в местах скопления людей. В Перми смекнули, что в День ВДВ уравнение из бухих десантников и возможности проявить свою отвагу на поле боя в сумме дает пополнение в рядах тех, кто отправляется на Украину.Гении маркетинга.",украина,"{""Перми"": ""LOC"", ""ВДВ"": ""ORG"", ""Украину"": ""LOC"", ""Гении"": ""LOC""}"
"Aug 7, 2022 @ 03:00:00.000",https://t.me/ru_ftp,"В соединенные штаты америки сталинисты на сходке в часть открытия филиала организации «центр политических инноваций» вышли с флагами Китая, донецкая народная республика и Z под гимн соединенные штаты америки.",соединенные штаты америки,"{""соединенные штаты америки"": ""LOC"", ""Китая"": ""LOC"", ""донецкая народная республика"": ""ORG"", ""Z"": ""ORG""}"
"Aug 7, 2022 @ 03:00:00.000",https://t.me/ru_ftp,"Российские СМИ переживают, что из-за высоких цен на энергоносители немецким пенсионерам приходится зимовать на средиземноморских курортах.",экономика,"{""СМИ"": ""ORG""}"
"Aug 7, 2022 @ 03:00:00.000",https://t.me/ru_ftp,"В Китае сгорел старейший в мире деревянный мост – 900-летний Пиннань Ваньань в городе Ниндэ. Пожар начался вечером 6 августа. К моменту, когда огонь был потушен, от национальной китайской реликвии ничего не осталось.",пожар,"{""Китае"": ""LOC"", ""Пиннань Ваньань"": ""PER"", ""Ниндэ"": ""LOC""}"
"Aug 4, 2022 @ 03:00:00.000",https://t.me/ru_ftp,"Американской баскетболистке Бриттни Грайнер российский суд дал девять лет колонии за контрабанду наркотиков. Её вместе с ещё одним приговорённым за шпионаж американцем Полом Уиланом могут обменять на сидящих в соединенные штаты америки россиян, писали СМИ. В частности — на сидящего в американской тюрьме «оружейного барона» Виктора Бута.Байден уже назвал приговор неприемлемым и пообещал сделать всё возможное, чтобы вернуть Грайнер и Уилана домой",происществия,"{""Бриттни Грайнер"": ""ORG"", ""Полом Уиланом"": ""PER"", ""соединенные штаты америки"": ""LOC"", ""СМИ"": ""ORG"", ""Виктора Бута"": ""PER"", ""Байден"": ""PER"", ""Грайнер"": ""PER"", ""Уилана домой"": ""ORG""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/ru_ftp,"1 человек погиб при пожаре на складе Ozon, еще 13 пострадали, пишут РИА Новости со ссылкой на экстренные службы. Поджог рассматривается как основная версия причины пожара.",пожар,"{""Ozon"": ""ORG"", ""Поджог"": ""PER""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/ru_ftp,"Системы HIMARS настолько пугают российских военных в Украине и отбивают у них желание воевать дальше, что Минобороны России вынуждено регулярно врать об уничтожении «хаймарсов» и заставлять врать про то же т.н. «военкоров», чтобы поднять боевой дух войск.О деморализации россиян сообщают аналитики Института исследования войны (ISW). Украинские же военные заявляют, что ни одного HIMARS россиянам уничтожить так и не удалось — тем более что никаких убедительных доказательств обратного, кроме весьма сомнительных видео, российское Минобороны так ни разу и не представило",украина,"{""Системы HIMARS"": ""ORG"", ""Украине"": ""LOC"", ""Минобороны"": ""ORG"", ""России"": ""LOC"", ""Института исследования"": ""ORG"", ""HIMARS"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/ru_ftp,Армия Китая заявила о проведении с 4 по 7 августа военных учений в шести районах вокруг Тайваня.,китай тайвань,"{""Китая"": ""LOC"", ""Тайваня"": ""PER""}"
"Aug 7, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"⚡️Сообщение Минобороны РА:7 августа скоропостижно скончался военнослужащий-контрактник N-й воинской части, рядовой Аршалуйс Врамович Ованнисян (1976 г.р.). Для установления причины смерти назначена судебно-медицинская экспертиза.@bagramyan26",нагорный карабах,"{""Минобороны"": ""ORG"", ""РА"": ""ORG"", ""Аршалуйс Врамович Ованнисян"": ""PER"", ""bagramyan26"": ""ORG""}"
"Aug 5, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"❗️«Азербайджан должен понести ответственность за очередное нарушение соглашения о прекращении огня с Арменией. Я призываю Госдеп использовать все свои дипломатические инструменты, чтобы привлечь режим Алиева к ответственности за его нападения на Арцах и предотвратить будущие злодеяния»: Член Палаты представителей соединенные штаты америки Ян Шаковски@bagramyan26",нагорный карабах,"{""Азербайджан"": ""LOC"", ""Алиева"": ""PER"", ""Палаты представителей"": ""ORG"", ""соединенные штаты америки"": ""LOC"", ""Ян Шаковски @ bagramyan26"": ""PER""}"
"Aug 5, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"Президенты России и Турции прибыли в Сочи, где скоро начнутся переговоры между лидерами стран.  Ожидается, что одной из тем обсуждения станет проблема Нагорного Карабаха, в частности, последняя эскалация. @KarabakhRecords → подписаться на канал",нагорный карабах,"{""России"": ""LOC"", ""Турции"": ""LOC"", ""Сочи"": ""LOC"", ""Нагорного Карабаха"": ""LOC"", ""KarabakhRecords → подписаться"": ""ORG""}"
"Aug 5, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"«Глубоко обеспокоен безопасностью тех, кто живет в Нагорном Карабахе и вокруг него из-за сообщений о возобновлении боевых действий в этом районе. Мы не хотим возврата к широкомасштабным боевым действиям, как это было в 2020 году, и призываем принять немедленные меры по снижению напряженности и недопущению дальнейшей эскалации»: Постпред соединенные штаты америки при ОБСЕ, посол  Майкл Карпентер@bagramyan26",нагорный карабах,"{""Нагорном Карабахе"": ""PER"", ""соединенные штаты америки"": ""LOC"", ""ОБСЕ"": ""ORG"", ""Майкл Карпентер"": ""PER"", ""bagramyan26"": ""ORG""}"
"Aug 5, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"«Глубоко обеспокоен сообщениями о возобновлении насилия в Нагорном Карабахе, особенно о гибели людей. Предосудительны публикации Минобороны Азербайджана кадров своего авиаудара, как будто этим можно гордиться»: Сенатор соединенные штаты америки Джек Рид@bagramyan26",нагорный карабах,"{""Нагорном Карабахе"": ""PER"", ""Предосудительны публикации"": ""ORG"", ""Минобороны"": ""ORG"", ""Азербайджана"": ""LOC"", ""соединенные штаты америки"": ""LOC"", ""Джек Рид @ bagramyan26"": ""PER""}"
"Aug 5, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"«Мы не видели конкретных предложений, которые премьер-министр Армении хочет внести для обсуждения в контексте российской миротворческой операции в Нагорном Карабахе, я не могу сейчас гадать. Любая из сторон договоренностей, которые были достигнуты президентами России, Азербайджана и премьер-министром Армении, конечно же, вправе предлагать дополнительные инициативы. Пока мы их не видели»: глава министерство инстранных дел Российская Федерация Сергей Лавров на пресс-конференции в ПномпенеНапомним, что 4 августа в ходе заседания правительства премьер-министр Армении Никол Пашинян отметил, что происходящие события вызывают у общества вопросы связанные с миротворческой миссией в Нагорном Карабахе@bagramyan26",нагорный карабах,"{""Армении"": ""LOC"", ""Нагорном Карабахе"": ""PER"", ""России"": ""LOC"", ""Азербайджана"": ""LOC"", ""министерство инстранных дел"": ""ORG"", ""Российская Федерация"": ""LOC"", ""Сергей Лавров"": ""PER"", ""Никол Пашинян"": ""PER"", ""Нагорном Карабахе @ bagramyan26"": ""PER""}"
"Aug 4, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"❗️Генеральный секретарь ООН Антониу Гутерриш обеспокоен сообщениями об усилении напряженности в Нагорном Карабахе и призывает стороны проявлять сдержанность. Об этом сообщил официальный представитель Гутерриша Стефан Дюжаррик.«Призываем стороны проявить сдержанность и решить все остальные вопросы путем диалога», - сказал чиновник.@bagramyan26",нагорный карабах,"{""ООН"": ""ORG"", ""Нагорном Карабахе"": ""PER"", ""Гутерриша Стефан Дюжаррик"": ""PER"", ""bagramyan26"": ""ORG""}"
"Aug 4, 2022 @ 03:00:00.000",https://t.me/bagramyan26,Полная речь премьер-министра Армении Никола Пашиняна о ситуации вокруг Нагорного Карабаха@bagramyan26,нагорный карабах,"{""Армении"": ""LOC"", ""Никола Пашиняна"": ""PER"", ""Нагорного Карабаха"": ""LOC"", ""bagramyan26"": ""ORG""}"
"Aug 4, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"«В Секретариате объединенный договор коллективной безопасности обеспокоены информацией о вооруженных столкновениях, произошедших в Нагорном Карабахе, и приведших к человеческим жертвам. Выражаю глубокие соболезнования родным и близким погибших военнослужащих. Призываем стороны конфликта воздерживаться от применения силы и использовать для преодоления существующих разногласий исключительно дипломатические методы»: Генсек объединенный договор коллективной безопасности Станислав Зась@bagramyan26",нагорный карабах,"{""объединенный договор коллективной безопасности"": ""ORG"", ""Нагорном Карабахе"": ""PER"", ""Выражаю"": ""PER"", ""Станислав Зась @ bagramyan26"": ""PER""}"
"Aug 4, 2022 @ 03:00:00.000",https://t.me/bagramyan26,«Я поддерживаю Арцах и призываю Урсулу фон дер Ляйен и Жозепа Борреля осудить нападение Ильхама Алиева!»: депутат Европейского парламента Петер ван Дален@bagramyan26,нагорный карабах,"{""Урсулу"": ""PER"", ""фон дер Ляйен"": ""PER"", ""Жозепа Борреля"": ""ORG"", ""Ильхама Алиева"": ""PER"", ""Европейского парламента"": ""ORG"", ""Петер ван Дален @ bagramyan26"": ""PER""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"«Мы крайне обеспокоены сообщениями о вооруженных инцидентах и жертвах на Южном Кавказе. Призываем Армению и Азербайджан принять все необходимые меры для деэскалации и возобновления диалога. Мы по-прежнему полны решимости поддерживать все усилия, направленные на укрепление мира в регионе»:Польское председательство в ОБСЕ@bagramyan26",нагорный карабах,"{""Южном Кавказе"": ""LOC"", ""Призываем Армению"": ""PER"", ""Азербайджан"": ""LOC"", ""Польское"": ""PER"", ""ОБСЕ @ bagramyan26"": ""ORG""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"⚡️По сообщениям армянских СМИ, погибший военнослужащий, о котором заявила Армия обороны, получил смертельное ранение в районе Дрмбона. Противник открыл огонь по расположенной в селе воинской части.@bagramyan26",нагорный карабах,"{""СМИ"": ""ORG"", ""Армия обороны"": ""ORG"", ""Дрмбона"": ""PER"", ""bagramyan26"": ""ORG""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/bagramyan26,⚡️ Спикер палаты представителей соединенные штаты америки Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки покинулa Тайвань.@bagramyan26,прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""соединенные штаты америки"": ""LOC"", ""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки покинулa Тайвань"": ""PER"", ""bagramyan26"": ""ORG""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"«Визит Пелоси член Палаты представителей Конгресса Соединенных штатов америки на Тайвань отражает стремление соединенные штаты америки доказать всем свою безнаказанность. Не берусь судить, что ими двигало, но то, что это отражает ту же самую линию, о которой мы говорим применительно к украинской ситуации, у меня сомнений не вызывает. Это стремление доказать всем и вся безнаказанность и проявлять свою вседозволенность. Что хочу, то и ворочу — примерно так»: глава министерство инстранных дел Российская Федерация Сергей Лавров на пресс-конференции в Мьянме @bagramyan26",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""ORG"", ""Тайвань отражает"": ""ORG"", ""соединенные штаты америки"": ""LOC"", ""министерство инстранных дел"": ""ORG"", ""Российская Федерация"": ""LOC"", ""Сергей Лавров"": ""PER"", ""Мьянме @ bagramyan26"": ""ORG""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"«Наша делегация Конгресса имела большую честь встретиться с вице-президентом Законодательного собрания Цай Чи-чангом здесь, в Тайбэе (Тайвань).Мы подтвердили нашу непоколебимую поддержку тайваньской демократии, в том числе в вопросах безопасности и стабильности, экономического роста и управления»: Спикер палаты представителей соединенные штаты америки Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки@bagramyan26",китай тайвань,"{""Конгресса"": ""ORG"", ""Законодательного собрания"": ""ORG"", ""Цай Чи"": ""PER"", ""Тайбэе"": ""ORG"", ""Тайвань"": ""PER"", ""соединенные штаты америки"": ""LOC"", ""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки @ bagramyan26"": ""PER""}"
"Aug 3, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"Сегодня День памяти жертв геноцида езидов в Шангале! 3 августа 2014 года жертвами геноцида стали около 10 тысяч человек. Еще 400 тысяч человек стали беженцами. Террористы Исламское государство похитили более 6000 женщин и детей, более 2000 человек пропали без вести, обнаружено более 80 массовых захоронений.Сегодня езиды всего мира, в том числе в Армении, переживают эту трагедию вместе со своим народом в Ираке и вспоминают жертв геноцида. Наверное никто в мире не понимает боль езидов так, как чувствуют ее армяне, ведь если бы в свое время был осужден Геноцид армян, Геноцида езидов могло бы не быть. От имени редакции @bagramyan26 приносим соболезнования братскому езидскому народу! Помним и скорбим!@bagramyan26",нагорный карабах,"{""Шангале"": ""PER"", ""Исламское государство"": ""ORG"", ""Армении"": ""LOC"", ""Ираке"": ""LOC"", ""Геноцид"": ""PER"", ""Геноцида"": ""PER"", ""@ bagramyan26 приносим"": ""ORG"", ""bagramyan26"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"⚡️Заявление спикера Палаты представителей соединенные штаты америки Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки о визите на Тайвань «Наш визит является частью нашей более широкой поездки в Индо-Тихоокеанский регион, включая Сингапур, Малайзию, Южную Корею и Японию, с акцентом на взаимную безопасность, экономическое партнерство и демократическое управление. Наши обсуждения с руководством Тайваня будут сосредоточены на подтверждении нашей поддержки нашего партнера и  продвижении наших общих интересов, включая продвижение свободного и открытого Индо-Тихоокеанского региона. Солидарность Америки с 23-миллионным населением Тайваня сегодня важнее, чем когда-либо, поскольку мир стоит перед выбором между автократией и демократией. Нашa делегация является одной из нескольких делегаций Конгресса на Тайване, и никоим образом не противоречит давней политике Соединенных Штатов , основанной на Законе об отношениях с Тайванем 1979 года, Совместных коммюнике соединенные штаты америки и Китая и Шести заверениях. Соединенные Штаты продолжают выступать против односторонних усилий по изменению статус-кво»@bagramyan26",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""Палаты представителей"": ""ORG"", ""соединенные штаты америки"": ""LOC"", ""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""Индо"": ""LOC"", ""Тихоокеанский"": ""ORG"", ""Сингапур"": ""ORG"", ""Малайзию"": ""PER"", ""Южную Корею"": ""PER"", ""Японию"": ""ORG"", ""Наши"": ""ORG"", ""Тайваня"": ""PER"", ""Тихоокеанского"": ""LOC"", ""Солидарность Америки"": ""LOC"", ""Нашa"": ""PER"", ""Конгресса"": ""ORG"", ""Тайване"": ""LOC"", ""Соединенных Штатов"": ""LOC"", ""Тайванем"": ""LOC"", ""Китая"": ""LOC"", ""Соединенные Штаты"": ""LOC"", ""bagramyan26"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"Заявление министерство инстранных дел Китая Министерство иностранных дел Китая резко осуждает визит спикера Палаты представителей соединенные штаты америки Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки в тайваньский регион Китая, несмотря на предупреждения китайской стороны.Министерство заявляет, что визит послал «неверные сигналы» сепаратистским силам, стремящимся к «независимости Тайваня».министерство инстранных дел Китая направило американской стороне ноту протеста.@bagramyan26",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""министерство инстранных дел"": ""ORG"", ""Китая"": ""LOC"", ""Палаты представителей"": ""ORG"", ""соединенные штаты америки"": ""LOC"", ""Нэнси Пелоси член Палаты представителей Конгресса Соединенных штатов америки"": ""PER"", ""Тайваня"": ""ORG"", ""bagramyan26"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"⚡️Правительственный самолет соединенные штаты америки Boeing C-40, на котором предположительно находится Ненси Пелосси совершил посадку в аэропорту Тайбэя@bagramyan26",прилет Пелоси член Палаты представителей Конгресса Соединенных штатов америки,"{""соединенные штаты америки"": ""LOC"", ""Ненси Пелосси"": ""PER"", ""Тайбэя @ bagramyan26"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/bagramyan26,❗️«Глубоко опечалены десятками жертв наводнений в Исламской Республике Иран. Выражаем искренние соболезнования родным и близким погибших. Наша поддержка народу и правительству дружественного Ирана»: министерство инстранных дел Армении@bagramyan26,экономика,"{""Исламской Республике Иран"": ""LOC"", ""Выражаем"": ""PER"", ""Ирана"": ""LOC"", ""министерство инстранных дел"": ""ORG"", ""Армении"": ""LOC"", ""bagramyan26"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"«Геноцид армян официально признали 33 страны, в том числе соединенные штаты америки. ООН не должна быть замешана в отказе Турции от истории. Председатель Генеральной Ассамблеи ООН Абдулла Шахид ошибся, удалив свой твит и капитулировав перед давлением Турции»: Конгрессмен Френк Паллоне@bagramyan26",нагорный карабах,"{""Геноцид"": ""PER"", ""соединенные штаты америки"": ""LOC"", ""ООН"": ""ORG"", ""Турции"": ""LOC"", ""Генеральной Ассамблеи ООН"": ""ORG"", ""Абдулла Шахид"": ""PER"", ""Конгрессмен Френк Паллоне @ bagramyan26"": ""PER""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"«Сегодня исполняется 47 лет со дня подписания Хельсинкского Заключительного акта, базового документа ОБСЕ и знакового достижения европейской безопасности. Агрессивная война Азербайджана против Арцаха в 2020 году явилась вопиющим нарушением принципов ОБСЕ и безнаказанным вызовом всеобъемлющей концепции безопасности»: посольство Армении в Австрии/Словакии, Постпредство Армении в ОБСЕ@bagramyan26",нагорный карабах,"{""Хельсинкского"": ""PER"", ""ОБСЕ"": ""ORG"", ""Агрессивная война"": ""ORG"", ""Азербайджана"": ""LOC"", ""Арцаха"": ""LOC"", ""Армении"": ""LOC"", ""Австрии /"": ""LOC"", ""ОБСЕ @ bagramyan26"": ""ORG""}"
"Aug 2, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"⚡️Пресс-служба Армии обороны Арцаха сообщает, что состояние раненого накануне военнослужащего Альберта Владиковича Бахшияна удовлетворительное, угрозы жизни нет.@bagramyan26",нагорный карабах,"{""Армии обороны"": ""ORG"", ""Арцаха"": ""PER"", ""Альберта Владиковича Бахшияна"": ""PER"", ""bagramyan26"": ""ORG""}"
"Aug 1, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"Российские СМИ, которые освещали каждый шаг во время вчерашних инцидентов в Косово, где нет никакого российского присутствия, сегодня многозначительно молчат о серьезной, уже которой по счету эскалации в Арцахе, где есть российское военное присутствие.Логично, правда? И это не первый такой случай.",нагорный карабах,"{""СМИ"": ""ORG"", ""Косово"": ""LOC"", ""Арцахе"": ""ORG""}"
"Aug 1, 2022 @ 03:00:00.000",https://t.me/bagramyan26,❗️Президент Арцаха Араик Арутюнян 1 августа провел совещание с участием представителей силовых структур. Министр обороны Камо Варданян выступил с докладом об оперативно-тактической обстановке на передовой линии. После обсуждений президент Арутюнян дал собравшимся ряд неотложных поручений. Во встрече приняли участие руководитель аппарата президента Карен Шахраманян и секретарь Совета безопасности Виталий Баласанян: Арменпресс@bagramyan26,нагорный карабах,"{""Араик Арутюнян"": ""PER"", ""Камо Варданян"": ""PER"", ""Арутюнян"": ""PER"", ""Карен Шахраманян"": ""PER"", ""Совета безопасности"": ""ORG"", ""Виталий Баласанян"": ""PER"", ""Арменпресс @ bagramyan26"": ""PER""}"
"Aug 1, 2022 @ 03:00:00.000",https://t.me/bagramyan26,В 2013 году наследник британского престола принц Уэльский Чарльз принял £1 миллион от семьи террориста Усамы бен Ладена в качестве благотворительного пожертвования в свой фонд: The Times@bagramyan26,израиль,"{""Усамы бен Ладена"": ""PER"", ""The Times @ bagramyan26"": ""ORG""}"
"Aug 1, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"«Сила Турции – это мощь НАТО, то есть укрепление турецкой армии усилит возможности Альянса. 15 августа в соединенные штаты америки вновь пройдут обсуждения по F-16. Американская сторона настроена позитивно по данному вопросу и осознает значимость темы. Анкара надеется на позитивный итог переговоров по поставкам F-16 из соединенные штаты америки. В противном случае, в мире есть много альтернатив, не исключены новые решения»:глава Минобороны Турции Хулуси Акар в интервью «Anadolu»@bagramyan26",соединенные штаты америки,"{""Сила"": ""ORG"", ""Турции"": ""LOC"", ""НАТО"": ""ORG"", ""Альянса"": ""ORG"", ""соединенные штаты америки"": ""LOC"", ""Американская"": ""ORG"", ""Анкара"": ""PER"", ""F"": ""LOC"", ""Минобороны"": ""ORG"", ""Хулуси Акар"": ""PER"", ""Anadolu » @ bagramyan26"": ""ORG""}"
"Aug 1, 2022 @ 03:00:00.000",https://t.me/bagramyan26,"«Приветствуем решение Косово перенести меры на 1 сентября и ожидаем, что все барьеры будут немедленно удалены. Имеющиеся вопросы следует решать в рамках диалога при содействии евросоюзи сосредоточения внимания на всеобъемлющей нормализации отношений между Косово и Сербией, что необходимо для их интеграции в ЕС»: Генсек евросоюзпо иностранным делам и политике безопасности Жозеп Боррель@bagramyan26",сербия,"{""Косово"": ""LOC"", ""Имеющиеся"": ""PER"", ""ЕС"": ""LOC"", ""Сербией"": ""LOC"", ""Жозеп Боррель @ bagramyan26"": ""PER""}"
